"sim","N","beta0","beta1","beta2","q","eta1","eta0","eta2","ppv","queried_ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta2_gs","se_beta2_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta2_n","se_beta2_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta2_cc","se_beta2_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta2_mle","beta2_mle","se_beta1_mle","eta0_mle","se_eta0_mle","eta1_mle","se_eta1_mle","eta2_mle","se_eta2_mle","mle_msg","sim_msg"
"seed1031-run1",390,-2.2778541,0.1764544,0.1413503,0.1,3.29583657733622,-1.098612,0.3364722,0.9,0.85,0.117863340333718,0.253968253968254,-2.27524841837999,0.00462860326255768,0.174016257281392,0.00506147886403019,0.131113311533453,0.0152205902408067,-2.23028894916846,0.00466065903754888,0.104958176085514,0.00501227473210103,0.158559753443005,0.0152800235006452,-2.26698766525085,0.0133855091441369,0.164494598115833,0.0150063110886164,0.102229127030622,0.043475369964752,-2.27396640205398,0.00514983982587582,0.174087389293949,0.0173191514160375,0.131464110733864,0.0051960450344388,-1.28018557158664,0.259334606538456,3.03067796804508,0.293459111857979,1.11894060149641,0.997845762448066,"Converged",""
"seed1031-run2",390,-2.2778541,0.1764544,0.1413503,0.1,3.29583657733622,-1.098612,0.3364722,0.9,0.85,0.118100523164361,0.209090909090909,-2.28258697541321,0.00499390722810574,0.175532005150657,0.00528392158183564,0.155104723196102,0.0175131361557726,-2.2307684072485,0.00487176955198599,0.10478274829264,0.00511147455837492,0.177369506243982,0.0175452167119647,-2.27522322975642,0.0146334465520324,0.17449750801966,0.015586838493489,0.0696755735955929,0.0668782518517374,-2.28250152225013,0.00528955012632524,0.176766117330737,0.0190126976928549,0.145167348878012,0.00543133247625962,-1.22723813916387,0.277941883330024,3.33592062007321,0.313994488730053,1.86242426815213,1.31349802747304,"Converged",""
"seed1031-run3",390,-2.2778541,0.1764544,0.1413503,0.1,3.29583657733622,-1.098612,0.3364722,0.9,1,0.118981869457367,0.267326732673267,-2.27962518856695,0.00511483770734294,0.172712927246332,0.00542535906182026,0.167475516431108,0.0143135035630044,-2.21368575945097,0.00481669668522709,0.0885662242125737,0.00512362777220533,0.176688064861687,0.0142890683639997,-2.2667246609811,0.0160005074002609,0.168023340466203,0.0167900281818584,0.129134874180496,0.035852967961368,-2.21368575945097,0.00481669668522709,0.0885662242125737,0.0142890683639997,0.176688064861687,0.00512362777220533,NA,NA,NA,NA,NA,NA,"naive used as replacement, edge case","100% PPV (Queried)"
"seed1031-run4",390,-2.2778541,0.1764544,0.1413503,0.1,3.29583657733622,-1.098612,0.3364722,0.9,0.8,0.11877463394494,0.275229357798165,-2.282108395883,0.00487761635632565,0.184017472419024,0.00530314766510558,0.125823366603841,0.0133975553550245,-2.23587636111934,0.00491987492678157,0.11795657457066,0.00529975741196433,0.140419467502584,0.0133670752839979,-2.27543732589346,0.0135264423916757,0.161563807349862,0.0151267770607622,0.109628617149586,0.053303551885251,-2.281293536141,0.00510439369691073,0.183609257442347,0.0138337409346997,0.128274042326046,0.00536357171984123,-1.22775023422087,0.265047263470646,3.24065677350521,0.30780445289587,0.590904034719798,0.906111086312141,"Converged",""
"seed1031-run5",390,-2.2778541,0.1764544,0.1413503,0.1,3.29583657733622,-1.098612,0.3364722,0.9,0.95,0.118555442030395,0.235849056603774,-2.28409309430249,0.0052335531424797,0.179334112056425,0.00536791359789453,0.149411177419715,0.0164339909590697,-2.22671919804786,0.00506852102337102,0.106118704703409,0.00516748570465105,0.152113267484198,0.0165771029555543,-2.26567041637442,0.0165652691221584,0.174181670342424,0.0158472688205841,0.116596627967327,0.0577638232804356,-2.28631776820661,0.00561519557172303,0.180888443952807,0.0181064479172076,0.152264381673442,0.00553268557799787,-0.777144727030283,0.260581265656303,3.05800859152061,0.30424814891962,-0.0254361976010858,1.06813471582115,"Converged",""
"seed1031-run6",390,-2.2778541,0.1764544,0.1413503,0.1,3.29583657733622,-1.098612,0.3364722,0.9,0.95,0.119280801074244,0.242718446601942,-2.27474366445945,0.00532028942500597,0.174384045452274,0.00544117916635604,0.137455712077247,0.0143170172268315,-2.21148369310923,0.00483098874009273,0.10370622149797,0.00511035701674227,0.086467213131117,0.014239014790082,-2.26181130329062,0.0137345303869754,0.162586797443205,0.0153689476425655,0.145268424206797,0.0334859889151977,-2.27500503223853,0.00576013815558017,0.174360581539085,0.0152226223278009,0.138432018197678,0.00565196979723253,-0.509880010508463,0.237451794117487,3.27881004821641,0.324190366719494,-2.47293081120297,0.937258871896481,"Converged",""
"seed1031-run7",390,-2.2778541,0.1764544,0.1413503,0.1,3.29583657733622,-1.098612,0.3364722,0.9,0.95,0.117874247803203,0.223140495867769,-2.28034133924906,0.00480162173088583,0.179029182939479,0.00513370235818567,0.13441321121802,0.0153850061880639,-2.24376503927006,0.00488889522937169,0.124730426974492,0.00515857243519559,0.143069168111192,0.0154451297139592,-2.27744291961213,0.0148205311483589,0.183311905576538,0.0157869652202794,0.160635683947673,0.0429960628201597,-2.27964034718749,0.00529704368720111,0.177918168044512,0.0173777141897536,0.139512733924452,0.00528290811620028,-1.5130184791471,0.288440630161616,3.68791439530476,0.330194490414832,0.185426151877844,1.08201969358714,"Converged",""
"seed1031-run8",390,-2.2778541,0.1764544,0.1413503,0.1,3.29583657733622,-1.098612,0.3364722,0.9,0.8,0.118558888798364,0.223214285714286,-2.28049005155982,0.00481113620815409,0.177591599550466,0.00525738811266143,0.160294778987984,0.0141606249875105,-2.24271555178501,0.00483169124783672,0.123005725784563,0.00523226149123359,0.177052819590034,0.01414458410015,-2.29921913583079,0.012061412124661,0.206548504230196,0.0153897163966443,0.126064632301716,0.0394691675359579,-2.2830085197792,0.00537757787212623,0.179555369273171,0.014906223774628,0.158648670343596,0.00558868349518021,-1.52561212931065,0.307080809513218,3.79923747347742,0.3438789362067,1.54279934505819,1.39000219865156,"Converged",""
"seed1031-run9",390,-2.2778541,0.1764544,0.1413503,0.1,3.29583657733622,-1.098612,0.3364722,0.9,1,0.119034706114153,0.211538461538462,-2.28159930300582,0.00501265238808317,0.177969684204313,0.00538356321266915,0.162651220105973,0.0146962784738989,-2.22824624737678,0.00477299776801223,0.108304885212835,0.00513655506356824,0.180025379352264,0.0146992721477583,-2.28218792061253,0.0132411633417641,0.183801548211018,0.0154397965685261,0.147739780649283,0.0442439587879598,-2.22824624737678,0.00477299776801223,0.108304885212835,0.0146992721477583,0.180025379352264,0.00513655506356824,NA,NA,NA,NA,NA,NA,"naive used as replacement, edge case","100% PPV (Queried)"
"seed1031-run10",390,-2.2778541,0.1764544,0.1413503,0.1,3.29583657733622,-1.098612,0.3364722,0.9,0.85,0.1182275655685,0.243243243243243,-2.27468080571472,0.0050681246337978,0.168443407101635,0.0052771742568208,0.143346426924028,0.016376588333523,-2.22573590083965,0.00510206087535715,0.102254924590904,0.00525899572622343,0.140111086077375,0.0164253075513018,-2.27509411224886,0.0127606697139462,0.185604280846727,0.0148077106333323,0.136312364823236,0.0332862308393784,-2.27273640487227,0.00555778497822753,0.167065725730879,0.017182046435282,0.145070139920821,0.00544675352522934,-1.18399718496698,0.280491281480445,3.30625079810763,0.315871701706672,-0.0297240214098631,1.03683549921445,"Converged",""
